pid,player_name,mmr,player_teams,matches,reliable_mmr,stratz_mmr,rank_confidence
206589061,Daddy Odin,6960.02,"['Savage Saints', 'Rats and Bunnies', 'Conquerors of the Island in the Sun', 'Ensō', 'Island in the Winter Sun', 'Baja Blasters', 'The Rejects', 'Calamity Crew']",89,True,7500.0,0.89
411352249,1 last time,6959.12,"['Coked up (cute) Kobolds', 'I am > I was', 'OTF', 'Team Krill Eater', '10toes', 'GRIN Scythe', 'Rod of a Toast']",66,True,7300.0,0.66
111757153,MyM.Slayer,6946.17,"['Simple Chemistry', 'Slow Twitch Muscle Fibers', '7dark Thirty', 'Rod of a Toast']",83,True,6500.0,0.83
93712692,twubz,6931.42,['Merrill Howard Kalin Fan Club'],39,True,7300.0,0.39
121010465,Forgotten,6927.52,"['Pot Of Greed', 'PSGS', 'Eldrazi', 'Savage Spirits']",60,False,6372.222222222223,0.6
160049388,lostperson,6924.57,"['Merrill Howard Kalin Fan Club', ""'Nanner Grippers"", 'Team Ligma']",39,True,7500.0,0.39
1013327441,GNX,6923.72,"['OTF', 'Team Samsara', 'Rod of a Toast', 'Team Ligma']",72,True,8000.0,0.72
104834975,malibu,6923.37,"['animal enclosure', 'Honey Beesports', 'Team Samsara', '2FrogsSoftware', 'GRIN Fury']",53,True,8000.0,0.53
483085285,Marine,6921.96,"['OTF', 'Team Ligma']",22,True,7300.0,0.22
114937676,(BP)Bluntman(Chronic),6896.47,"['OTF', 'Team Samsara']",28,True,7400.0,0.28
192372866,fortniteman,6884.49,"['Coked up (cute) Kobolds', ""'Nanner Grippers"", ""Daddy's ENGORGED Dictatorship"", 'Los Animales de Golf?']",82,True,6300.0,0.82
108978171,Manoy,6879.28,"['Rats and Bunnies', 'texts go green', 'Brain Damage', 'LF Danny Playoff Replacement', 'Pizzadog Academy', 'Team Ligma', ""Daddy's ENGORGED Dictatorship""]",57,True,7200.0,0.57
125205615,Animal I Have Become,6874.61,"['Dually Truck Hentai Warriors', 'Dually Truck Dumpster-Fire', 'GRIN Scythe', 'Dually Truck Diesel Drinkers']",47,True,7300.0,0.47
99678400,milkboxxy,6873.97,"['Bubble Team', 'Waist of Golf?', 'Jukes Angels', 'Plinks of Golf?', 'Golf Thirstday?']",80,True,7200.0,0.8
34929061,Sultan of Canada,6865.3,"['Golf Monday?', 'Rats and Bunnies', 'Dota Under the Influence', 'Yoinky Sploinky', ""Daddy's ENGORGED Dictatorship""]",49,True,7400.0,0.49
210590885,Princess,6863.85,['Calamity Crew'],27,True,7200.0,0.27
33454116,Younghoe Koo,6834.91,"['GRIN Scythe', 'GRIN Fury']",34,True,7200.0,0.34
130805445,wrennsday,6834.38,"['Golf Monday?', 'Comrades of Golf?', 'Golf Wrensday?', 'Waist of Golf?', '10toes']",62,True,6500.0,0.62
231548293,TINWCD,6820.66,['Jackson 5'],29,True,7200.0,0.29
44512675,Darthwalker,6818.49,['The Rejects'],23,True,6300.0,0.23
123988643,Merrill Howard Kalin,6804.0,['Merrill Howard Kalin Fan Club'],39,True,7100.0,0.39
38388112,panda,6798.56,"['SMD9813', 'sheeesh']",22,True,6500.0,0.22
98310287,Raddialin,6778.14,"['Dually Truck Hentai Warriors', 'dXo-Champion']",22,True,6700.0,0.22
132856298,Orion,6776.65,"['Average Krill Eaters', 'Remove Radiance From The Game', 'Rats and Bunnies', 'Team Krill Eater']",81,True,7100.0,0.81
112850732,Dr. cjj,6762.18,"['Calamity Crew', 'I am > I was', 'Nameless', 'Savage Spirits']",37,False,6372.222222222223,0.37
84159167,Asmoranomardicadaistinaculdacar,6740.86,"['Rodents and Hares Pest Control', ""'Nanner Grippers"", 'Rats and Bunnies', ""Blitz's Feet"", 'dXo-Rejects', 'Dark Horse Vitality', 'GRIN Scythe']",89,True,6100.0,0.89
159189875,Clarkles,6731.21,"['Average Krill Eaters', 'GRIN Rat Society', 'Team Krill Eater']",46,True,7200.0,0.46
133622220,RangerX01,6721.38,['Merrill Howard Kalin Fan Club'],41,True,6500.0,0.41
91425167,Ghost,6720.17,"['Plinks of Golf?', 'Grillin and Chillin']",20,False,6610.0,0.2
97740913,Shoon,6718.46,['Flex Offenders'],29,False,6283.333333333333,0.29
288775780,Akro,6712.95,['GRIN Fury'],64,True,7400.0,0.64
139716650,Thunder_MuFiN,6704.2,"['Baja Blasters', 'beignet boys', 'Grillin and Chillin']",25,True,6400.0,0.25
154235971,Cryptic Wisdom,6701.48,['DinoMight'],20,False,6337.5,0.2
341499796,CHEESE BREAD,6668.84,"['Veni Vidi Vici', 'Savage Sabers']",24,True,7200.0,0.24
19192564,Dr. Spike the Dota Dr.,6658.25,"['Honey Beesports', 'Pizzadog.JV', 'Nameless', 'Dumpster Fire', 'Idiots', 'SpookyScarySkeletons']",63,True,6500.0,0.63
95280674,chandler9,6655.26,['Merrill Howard Kalin Fan Club'],41,True,6100.0,0.41
181567803,JBay7,6641.73,"['Rats and Bunnies', 'Reverse Smurfs', 'j', 'e', 'Have Mercii Daddy', 'LF Danny Playoff Replacement', 'Teens Love Huge Clocks']",79,True,7200.0,0.79
164732436,MC_Flowerpot,6626.71,"['WAP', 'dXo-Warrior', '2FrogsSoftware']",30,True,7100.0,0.3
187012620,lowskill,6620.03,"[""Daddy's ENGORGED Dictatorship""]",62,True,6300.0,0.62
1074402995,pentjack,6604.42,['GRIN Scythe'],20,True,6200.0,0.2
122065622,GodamN,6597.15,['SMD9813'],25,False,5914.285714285715,0.25
55797745,kerokerocola,6593.94,['Merrill Howard Kalin Fan Club'],41,False,5842.857142857143,0.41
82442234,Ponquist,6587.42,['GRIN Smoke'],21,True,7300.0,0.21
165148083,Talamh Soilleir,6582.28,"['Calamity Crew', ""Chicken Joe's Reincarnation Cult"", 'GRIN Scythe', 'GRIN Fury', 'Golf Thirstday?', 'Savage Spirits']",53,True,6400.0,0.53
137712704,gnatiaK,6555.33,"['Savage Saints', 'e', 'j', 'Brain Damage', 'Have Mercii Daddy', 'Calamity Crew', 'Teens Love Huge Clocks']",58,False,5865.0,0.58
12652012,Legend,6542.58,['GRIN Fury'],61,True,6400.0,0.61
97474983,bonkey,6542.54,"[""'Nanner Grippers"", ""Daddy's ENGORGED Dictatorship"", 'Savage Spirits']",27,True,6400.0,0.27
359449557,tannerb0y,6542.04,"['Island in the Sun', 'GRIN Fury', 'GRIN Prism', 'Radiance invoker']",52,True,6500.0,0.52
30320927,GrayBush,6541.53,"['PSGS', 'Nameless', 'Grillin and Chillin', '2FrogsSoftware', ""Daddy's ENGORGED Dictatorship"", 'Calamity Crew', 'GRIN Fury']",76,True,6200.0,0.76
121747768,LTNessnite,6538.74,"['Rodents and Hares Pest Control', ""'Nanner Grippers"", 'Rats and Bunnies', ""Blitz's Feet"", 'Waist of Golf?', ""Daddy's ENGORGED Dictatorship""]",104,True,7100.0,1.0
188361397,Winkx,6536.57,"['Honey Beesports', 'Slugpups', 'SlugWolves']",40,True,7300.0,0.4
889142087,♫Harmony♬,6523.95,"['Discovery', 'Slugpups', 'Slugcats', 'Pizzadog.JV', 'T12186', 'Dumpster Fire', 'Idiots', ""Elsa's Boiz <3 <3 <3""]",31,True,7100.0,0.31
241250674,Berry,6510.84,['Dark Horse Storm'],47,True,6300.0,0.47
56605560,ShoeB,6507.54,"['Slow Twitch Muscle Fibers', 'Rats and Bunnies', '7dark Thirty', 'Rod of a Toast']",57,True,5700.0,0.57
79281442,Carddog,6501.9,['Rats and Bunnies'],35,True,6100.0,0.35
128681662,ThePurplePanzy,6496.06,"['Dark Horse Storm', 'Rodents and Hares Pest Control', ""'Nanner Grippers"", 'Rats and Bunnies', 'GRIN Fury']",78,True,5200.0,0.78
26410765,CheddarBear,6493.86,"['Rodents and Hares Pest Control', ""'Nanner Grippers"", 'dXo-Challenger', 'THE CROWNFALL FISHING CLUB', 'Dually Truck Hentai Warriors', 'dXo-Rejects', 'Calamity Crew']",57,True,6400.0,0.57
100059453,TheSuperbSimone,6493.8,"['Rats and Bunnies', 'Plinks of Golf?']",30,True,6300.0,0.3
422047340,be nice to me pls,6468.15,"['animal enclosure', 'The Bathtub Club', 'GRIN Rat Society', 'dXo-Warrior', 'Savage Spirits']",61,True,7100.0,0.61
33026006,Jmeli,6468.11,['sheeesh'],20,False,6133.333333333333,0.2
160481322,Sleepy,6464.65,['Dark Horse Storm'],26,True,7100.0,0.26
98063040,Blanket Man,6457.18,['Island in the Sun'],46,True,6500.0,0.46
65293806,perpetual novice ☼,6454.36,"[""Daddy's ENGORGED Dictatorship"", 'Rats and Bunnies']",65,True,5700.0,0.65
1209829962,Island,6452.05,"['Rodents and Hares Pest Control', 'GRIN Fury', 'PSGS']",77,True,5400.0,0.77
159597939,fred0123456789,6446.95,"['Blink Squad', 'PRESTIGE WORLDWIDE', 'Gucci Coffin', 'SMD9813', 'Radiance invoker', 'Team Ligma', 'SlugWolves', 'Savage Sabers']",61,True,6500.0,0.61
310860449,dyl,6430.11,"['Island in the Sun', ""'Nanner Grippers"", 'Team Ligma']",40,True,6200.0,0.4
53919186,Ashley Benson Enthusiast,6428.82,"['Dually Truck Hentai Warriors', 'Reverse Smurfs', 'Dually Truck Diesel Drinkers']",25,True,6400.0,0.25
94282956,Ru Elamo,6416.6,"['e', 'j', 'Teens Love Huge Clocks']",21,True,6200.0,0.21
875223076,PosiTr0n,6387.19,"['Island in the Sun', 'Savage Saints', 'Pizzadog.JV', 'dXo-Rejects', 'Dumpster Fire', 'Idiots']",68,True,5500.0,0.68
113734271,ClockWork,6385.53,"[""John Wick's Dog""]",20,True,6600.0,0.2
240291882,Mango,6358.93,"['Island in the Sun', 'Jackson 5']",49,True,6300.0,0.49
90934729,AzureSatan[TTV],6351.75,"['GRIN Rat Society', 'PSGS', 'GRIN Fury']",35,True,6400.0,0.35
50397057,USCreme,6329.41,"['texts go green', 'Reverse Smurfs', 'Nameless', 'Disciples of Synderen', 'Honey Beesports', 'j', 'Have Mercii Daddy', 'e', 'Brain Damage', 'LF Danny Playoff Replacement', 'Repulsive Gaming', 'GRIN Smoke']",92,True,6200.0,0.92
78715942,mrburrito,6312.14,"['Heroes of Golf?', ""'Nanner Grippers"", 'Golf Monday?', ""Daddy's ENGORGED Dictatorship"", 'Golf Thirstday?']",82,True,6300.0,0.82
39291953,夜空中最亮的星,6290.61,"['Wet Bread', 'ALL CAPS']",28,True,6600.0,0.28
65129655,Tinz,6284.81,"['Dark Horse Storm', 'Dark Horse Vitality']",70,True,6200.0,0.7
93027132,Sabo,6283.1,"['texts go green', 'e', 'j', 'Have Mercii Daddy', 'LF Danny Playoff Replacement']",25,True,6100.0,0.25
255985156,lykasumboooty,6252.33,"['Rodents and Hares Pest Control', 'Slugpups', 'dXo-Challenger', ""Blitz's Feet"", 'Nameless', 'THE CROWNFALL FISHING CLUB', '4 NOOBS 1 TROLLBUS']",78,True,6500.0,0.78
137474768,Nuwa,6249.05,['Nameless'],97,True,6200.0,0.97
221828374,Bluejay - By Saint Laurent,6231.1,"['j', 'Teens Love Huge Clocks', 'Blink Squad']",25,True,6100.0,0.25
100774125,Schmobama,6224.41,"['Wet Bread', 'ALL CAPS']",29,True,6400.0,0.29
1724857,"What's the Frequency, Kenny?",6223.64,"['SICKR', 'Dually Truck Dumpster-Fire', 'Dota Under the Influence']",43,False,6581.818181818182,0.43
102961378,The tism (Patient Zero),6209.0,"['Bubble Team', 'GRIN Rat Society', 'Big Farma', 'GRIN Smoke']",49,True,6700.0,0.49
425170118,GATA,6177.73,"['Pepecopters', 'Reverse Smurfs', 'Nameless', 'Dually Pubstars']",80,True,7300.0,0.8
83652676,Chadenator,6170.0,"['Nether Knights', 'Tactical Feeding', 'THE CROWNFALL FISHING CLUB']",58,True,7100.0,0.58
18036700,GodRamen,6170.0,"['Nether Knights', 'Tactical Feeding', 'THE CROWNFALL FISHING CLUB']",58,True,7100.0,0.58
285982374,Old Ramen,6139.0,['GRIN Smoke'],32,True,6400.0,0.32
123697236,SchmoobledeeBread,6132.54,"['Wet Bread', 'ALL CAPS']",31,True,6200.0,0.31
156119989,Nuudle,6132.24,"['Slugpups', 'Honey Beesports', 'Tactical Feeding', 'SlugWolves', 'Savage Sabers']",71,True,6500.0,0.71
81237688,Finesse,6130.75,"['Nameless', 'Pizzadog Academy']",97,True,5100.0,0.97
121009731,Wilsonsticks,6127.89,"['Jukes Angels', 'Jackson 5']",29,True,6200.0,0.29
111155842,Subtlety,6119.38,['Nameless'],39,True,6400.0,0.39
130486192,oblivionkc,6101.66,['Dark Horse Storm'],24,True,6200.0,0.24
102096496,Ratticus,6093.69,"['GRIN Rat Society', 'GRIN Smoke']",51,True,6100.0,0.51
181891656,Chunklin,6092.92,['Zealous Gaming'],36,True,5400.0,0.36
135668854,McGroovy,6091.81,"[""John Wick's Dog""]",20,True,6200.0,0.2
244325475,Born Again,6083.75,['Team Samsara'],34,True,6100.0,0.34
106493431,Fascist Clock,6083.03,['GRIN Rat Society'],28,True,6200.0,0.28
176371321,4GG,6077.86,['THE CROWNFALL FISHING CLUB'],23,True,6200.0,0.23
113726239,Pengin,6069.89,['Dark Horse Storm'],59,True,5400.0,0.59
355916388,Dizzle,6050.25,"['Dark Horse Storm', 'Dark Horse Vitality']",70,True,5300.0,0.7
420088832,RuskDaddy,6047.34,"['Slugcats', 'Disciples of Synderen']",53,True,6500.0,0.53
98246892,Shortbus Enjoyer,6033.38,['Crime Time'],24,True,6100.0,0.24
44662758,Paravane,6031.78,"['Slugpups', 'SlugWolves', 'Big Dingoz']",44,True,5400.0,0.44
252860757,HelloRobotics,6018.42,"['Golf Wrensday?', ""'Nanner Grippers"", ""Kitten's Kadets""]",37,True,6200.0,0.37
153998810,despair,6012.46,['SICKR'],21,True,6100.0,0.21
100063132,8======D~~~,5995.04,"['Dually Truck Dumpster-Fire', 'THE CROWNFALL FISHING CLUB']",29,True,6100.0,0.29
27255092,Dan Rather Did Nothing Wrong,5992.14,"['Hobbit Hole', 'Hat of Midas']",23,True,6100.0,0.23
322244012,JuanSolo,5991.49,['Savage Sabers'],42,True,6200.0,0.42
170032444,Ares ☯,5978.3,"['Nether Knights', 'Slugpups', 'Tactical Feeding']",34,True,6100.0,0.34
311811891,KL1,5976.09,"['Nether Knights', 'ALL CAPS', 'Savage Sabers']",51,True,6100.0,0.51
177522597,Dububear,5974.26,"['Apex Toe Hunters', 'Golf Wrensday?', 'Waist of Golf?', 'GRIN Scythe', ""Daddy's ENGORGED Dictatorship"", 'Golf Thirstday?']",74,True,5300.0,0.74
1023223200,Jenkins Enjoyer,5971.95,"['Slugcats', 'GRIN Scythe']",65,True,6200.0,0.65
156291461,2k,5955.55,['Big Dingoz'],68,True,6200.0,0.68
216779138,red40warrior,5954.22,"[""'Nanner Grippers"", 'Comrades of Golf?', 'Dually Truck Hentai Warriors', 'Golf Wrensday?', 'Golf Tuesday?', 'Golf Thirstday?']",74,True,5400.0,0.74
87446597,Shrewd-Cleric,5927.87,"['Slugpups', 'SlugWolves']",48,True,5400.0,0.48
89517926,IITS.菜鸟,5923.34,"['Hobbit Hole', 'Island in the Sun', 'Slugpups', 'dXo-Challenger', 'Reverse Smurfs', 'Big Dingoz', 'GRIN Smoke']",84,True,6200.0,0.84
325279855,Chilling,5918.64,['Big Dingoz'],57,True,5300.0,0.57
119891038,dr.dr2492,5915.65,['SMD9813'],20,True,5400.0,0.2
193081678,龍場悟道,5915.35,"['Reverse Smurfs', 'Big Dingoz', 'Disciples of Synderen', 'Savage Sabers']",41,True,6300.0,0.41
36241893,Creme,5899.95,"['SICKR', 'Slugcats', 'Disciples of Synderen', 'GRIN Smoke', 'Pot of Vainglory']",66,True,5500.0,0.66
80382621,Voidhunter,5891.93,['Big Dingoz'],78,True,6100.0,0.78
341676433,roxyroro,5888.26,"['SICKR', 'Slugcats']",79,True,5300.0,0.79
196058997,Clippy,5871.47,"['Heroes of Golf?', 'Golf Tuesday?', ""Kitten's Kadets"", 'Golf Thirstday?', 'Batchesters of Golf?']",88,True,5500.0,0.88
85624378,Architeuthis,5852.6,"['dXo-Warrior', 'Disciples of Synderen']",66,True,6300.0,0.66
39176829,Finley,5836.96,"['Hat of Midas', 'Big Farma']",40,True,6100.0,0.4
99167531,Chimp,5819.23,['Island in the Sun'],30,True,5300.0,0.3
4861163,BillRot,5818.62,"['Tactical Feeding', 'Savage Sabers', 'repulsive Gaming']",34,True,6500.0,0.34
216591922,Clowner,5816.84,"['Derailed Gaming', 'Hat of Midas']",33,True,6300.0,0.33
158228136,idrinkyourmilkshake,5799.34,['Disciples of Synderen'],83,True,6400.0,0.83
115076298,Perch,5795.45,['Zealous Gaming'],36,True,5100.0,0.36
328597510,GAMbro,5787.82,"['Island in the Sun', 'Petting Zoo Daddies']",36,True,6200.0,0.36
123736773,Space Cowboy,5784.6,"['dXo-Challenger', 'SICKR', 'Force Squad', 'Big Dingoz', 'dXo-Warrior', 'GRIN Fury', 'Savage Sabers']",49,True,5500.0,0.49
105498326,AwRoosTeR,5776.82,"['Hat of Midas', 'Big Farma']",57,True,6100.0,0.57
178810571,Mangos,5776.7,['Crime Time'],24,True,5500.0,0.24
317818473,ddıʞs,5759.86,"['Island in the Sun', 'Repulsive Gaming', 'Savage Sabers', 'repulsive Gaming']",54,True,6200.0,0.54
112279430,Swag should be free,5751.83,['Mary Todd Lincoln: Forever Young'],43,True,5500.0,0.43
51594318,Lonely Warrior,5741.95,"['Island in the Sun', 'Slugpups', 'Nameless', '5 Guys 1 Cup', 'GRIN Scythe']",64,True,5500.0,0.64
320390511,ezu,5741.68,"['Golf Thirstday?', 'Apex Toe Hunters']",27,True,5400.0,0.27
316683987,Jester,5738.6,['Mary Todd Lincoln: Forever Young'],56,True,5400.0,0.56
67635241,tyler your dad is here,5737.33,['Mary Todd Lincoln: Forever Young'],41,True,5400.0,0.41
182913911,romance anime,5737.17,"['Honey Beesports', 'Slugpups']",22,True,5300.0,0.22
134218573,Ailerath,5726.46,['Mary Todd Lincoln: Forever Young'],56,True,5300.0,0.56
300529986,Pibbles,5716.45,"['Mary Todd Lincoln: Forever Young', 'Zealous Gaming']",34,True,5400.0,0.34
85773098,"WiseKiller, Evan",5704.41,"['Golf Tuesday?', 'Disciples of Synderen']",89,True,6100.0,0.89
7555413,Stanley,5694.27,"['Comrades of Golf?', ""Kitten's Kadets"", 'Golf Thirstday?', 'Batchesters of Golf?']",52,True,5200.0,0.52
19034185,Graphix,5681.64,['Savage Sabers'],90,True,5400.0,0.9
142608643,Road to Immortal,5656.04,"['Radiance invoker', 'Veni Vidi Vici', 'Savage Sabers']",51,True,6200.0,0.51
97282560,Apap$icle,5653.57,"['Repulsive Gaming', 'repulsive Gaming']",20,True,5500.0,0.2
233712598,Lucky Day,5648.46,"['Radiance invoker', 'GRIN Smoke']",57,True,5500.0,0.57
74576328,Megasheepz,5634.93,['Hat of Midas'],24,True,5500.0,0.24
158662336,Cloudz,5628.08,['Disciples of Synderen'],87,True,5300.0,0.87
1075173818,GraceJam,5623.28,"['Waist of Golf?', ""Kitten's Kadets"", 'Apex Toe Hunters']",24,True,5200.0,0.24
62174228,tinypuddles,5622.47,['Disciples of Synderen'],77,True,6100.0,0.77
3489311,ToAsT,5621.85,"['Nameless', 'GRIN Smoke']",31,True,5500.0,0.31
1049123820,JAB,5609.26,"['Repulsive Gaming', 'repulsive Gaming']",20,True,5400.0,0.2
225183330,pomato,5594.35,['Derailed Gaming'],53,True,6200.0,0.53
29449459,Prev0st,5582.27,"[""John Wick's Dog"", 'Big Farma']",21,True,5400.0,0.21
111441737,illusive,5552.56,"['Honey Beesports', 'Dually Truck Dumpster-Fire', 'Dually Truck Diesel Drinkers']",29,True,5400.0,0.29
36616658,TwoLostSouls,5550.24,"['Asphalt Annihilators', 'Dually Truck Dumpster-Fire', 'Ancient Assault Squad', 'Big Farma']",57,True,5300.0,0.57
373518571,nö,5514.36,"['Dually Truck Gas Gremlins', 'Savage Sabers']",65,True,5500.0,0.65
85398356,Lower your expectations,5510.56,"['Dark Horse Storm', 'Rodents and Hares Pest Control', 'Blink Squad', 'Asphalt Annihilators', 'Brain Damage']",75,True,6200.0,0.75
9108118,IharaSan,5510.4,"['Soulless', 'Radiance invoker', 'GRIN Smoke']",79,True,4700.0,0.79
879578908,Vitruvius,5509.62,"['Blink Squad', 'Slugcats', '5 Guys 1 Cup', 'Dually Truck Dumpster-Fire', 'Big Dingoz']",81,True,5100.0,0.81
279045332,AdmiraL Jiren,5509.56,['Derailed Gaming'],41,True,5400.0,0.41
112053075,Night,5499.67,['Salt the Earth'],20,False,5116.666666666667,0.2
58503272,Tyro,5478.27,"['LoveLess', 'Nameless']",30,True,5200.0,0.3
119163426,Havok,5476.08,['5 Guys 1 Cup'],35,True,5500.0,0.35
218092689,HamCity,5456.06,['GRIN Smoke'],22,True,5400.0,0.22
50842279,Flameice,5450.59,['Derailed Gaming'],53,True,5100.0,0.53
137879510,AchillesLast,5438.45,"['Dually Truck Chicken Cartel', 'Big Dingoz']",84,True,5100.0,0.84
100952127,Bug Collector,5433.33,['Big Farma'],23,True,5200.0,0.23
334256300,B-Town,5427.76,['Jackson 5'],21,True,5400.0,0.21
166531731,Kickass,5426.88,['Derailed Gaming'],20,True,5300.0,0.2
157758491,Crimson,5421.53,"['Hobbit Hole', 'Blink Squad', 'Dually Pubstars', 'Honey Beesports', 'Reverse Smurfs', 'Dually Truck Diesel Drinkers']",49,True,5300.0,0.49
199403025,rag3psych0,5421.11,"['Dually Truck Gas Gremlins', 'Savage Sabers']",65,True,5200.0,0.65
96398639,TrueLemon,5419.55,['Team Samsara'],24,False,5366.666666666667,0.24
96882695,Jacques De Gatineau,5412.55,"['GRIN Scythe', 'GRIN Smoke']",36,True,5100.0,0.36
38411013,Soseph Jalin,5411.65,"['Reverse Smurfs', 'Big Dingoz']",101,True,4300.0,1.0
101124726,stormBREAKER,5396.99,['Petting zoo retards'],27,True,5300.0,0.27
108376117,roian,5379.45,"['dXo-Warrior', 'Dually Truck Dumpster-Fire', 'The Bathtub Club']",67,True,5500.0,0.67
158481708,The Spanish Inquisition,5375.16,['5 Guys 1 Cup'],39,True,5200.0,0.39
45415451,Toms Bad at Games,5366.07,"['Petting Zoo Daddies', 'Petting zoo retards']",34,True,5500.0,0.34
75768687,ididid,5360.48,['Petting zoo retards'],46,True,6100.0,0.46
147665746,Sandman,5304.77,"['Pizzadog Academy', 'Slugpups', 'Disciples of Synderen']",50,True,6100.0,0.5
428830041,Leo Das,5277.12,['Derailed Gaming'],46,True,4700.0,0.46
190481735,†LuminousNite†,5272.55,"['4 NOOBS 1 TROLLBUS', 'dXo-Challenger', ""Epstein's Islanders"", 'Team BSJ']",27,True,5500.0,0.27
59238764,Kinomoto Sakura,5271.47,['Mary Todd Lincoln: Forever Young'],56,True,4100.0,0.56
155648124,WackoSwami,5268.16,"['Pepecopters', 'Reverse Smurfs']",86,True,5100.0,0.86
1231013847,TigOlBittiez,5267.04,"['Pepecopters', 'Reverse Smurfs']",82,True,5300.0,0.82
50726859,Wills,5264.33,"['Hobbit Hole', 'Crime Time', 'Island in the Sun', 'Blink Squad', 'Reverse Smurfs', 'Nameless', 'Force Squad', 'The Bathtub Club', 'Dually Truck Chicken Cartel', 'Vitamin Beesports', 'Grin.Nova']",100,True,5200.0,1.0
1036468280,THE REAL IS BACK,5260.49,"['Honey Beesports', 'Pizzadog Academy']",39,True,5300.0,0.39
905744030,WackoDubbz,5247.74,"['Pepecopters', 'Reverse Smurfs']",82,True,5100.0,0.82
53574351,Rampage,5247.73,"['4 NOOBS 1 TROLLBUS', 'Reverse Smurfs']",27,True,5200.0,0.27
91757165,rZ | sidez,5236.0,['Petting zoo retards'],50,True,5600.0,0.5
127644401,rauke22,5207.96,"['Slugpups', 'Reverse Smurfs', 'Dually Truck Gas Gremlins', 'dXo-Explorer', 'GRIN Smoke']",58,True,4500.0,0.58
122972953,Qapla',5200.56,"['Reverse Smurfs', 'dXo-Explorer', 'GRIN Fury', 'GRIN Prism']",34,True,5300.0,0.34
59161836,shiv_cs,5197.76,"['Petting Zoo Daddies', 'Reverse Smurfs']",35,True,5500.0,0.35
379327513,Arc,5196.44,"['Hobbit Hole', 'Dually Truck Gas Gremlins']",21,True,5200.0,0.21
154141,Jdog,5174.08,"[""John Wick's Dog""]",20,False,4683.333333333333,0.2
332595109,Propaganda,5168.96,"['Hobbit Hole', 'Blink Squad', 'Soulless', 'Porpin My Crank ']",46,True,5300.0,0.46
366041972,Tim The Enchanter,5168.35,['Hobbit Hole'],41,True,5300.0,0.41
79199660,Red X,5165.88,"['Blink Squad', 'Dually Pubstars', 'Slugcats', 'Disciples of Synderen', 'Petting Zoo Daddies', 'Dually Truck Dumpster-Fire', 'Ancient Assault Squad', 'Vitamin Beesports']",87,True,4300.0,0.87
61789935,PzR | agpat07,5160.98,['Petting zoo retards'],50,True,5200.0,0.5
100675524,Nhaleet,5155.95,"['Asphalt Annihilators', 'Dually Truck Dumpster-Fire', 'Dually Pubstars']",38,True,5300.0,0.38
23321118,rZ | mercy,5150.26,['Petting Zoo Daddies'],22,True,5200.0,0.22
137374988,Huey Lewis,5123.83,['The Mittens'],79,True,5300.0,0.79
158285835,Gund@m,5123.12,['dXo-Explorer'],20,True,5200.0,0.2
64720983,SALT.DGr8Cornholio,5119.37,['The Mittens'],85,True,5200.0,0.85
360242856,Little Debbie Xmas Tree Cake,5111.01,"['Grin.Nova', 'Good Time Squad', 'Blink Squad', 'Disinformation Campaign']",82,True,5300.0,0.82
150430704,Mr. Fahrenheit,5108.32,['The Mittens'],92,True,5300.0,0.92
112562971,Ali Bot,5107.72,"['Dark Horse Storm', '4 NOOBS 1 TROLLBUS', 'Disinformation Campaign']",25,True,5300.0,0.25
191965090,WOOD SYRUP,5107.6,['GENSYS '],23,True,5500.0,0.23
79685811,WadeMasterGAME.TTV,5106.1,"['Force Squad', 'Dually Truck Chicken Cartel', 'Big Dingoz', 'Pizzadog Academy', 'GRIN Rat Society']",41,True,5200.0,0.41
80958592,purplemudkip,5101.54,"['Comrades of Golf?', 'Golf Tuesday Reborn?', 'Soulless']",45,True,5400.0,0.45
93447474,auryce,5100.46,['The Mittens'],92,True,5400.0,0.92
117246783,pac,5088.68,"['Dually Truck Gas Gremlins', 'Island in the Sun', 'The Mittens']",40,True,4400.0,0.4
145111599,Zyle,5084.13,"['Dark Horse Storm', 'dXo-Challenger', 'Disinformation Campaign', 'Reverse Smurfs', 'Dually Truck Dumpster-Fire', 'Dually Truck Chicken Cartel', 'GRIN Scythe']",69,True,5500.0,0.69
24341746,Twystedweb,5082.14,['The Mittens'],89,True,4300.0,0.89
247678407,KeyserSöze,5081.67,"['Hobbit Hole', 'Grin.Nova']",100,True,6200.0,1.0
82445445,ChickenPollo,5075.7,"['Dually Truck Dumpster-Fire', 'Dually Truck Chicken Cartel', 'Dually Truck Diesel Drinkers']",57,True,5300.0,0.57
57632627,Slavic Donut,5073.55,"['Petting Zoo Daddies', 'Petting zoo retards']",49,True,5200.0,0.49
102744301,Kitten,5045.03,"['Golf Tuesday Reborn?', ""Kitten's Kadets"", 'Golf Tuesday?', 'Batchesters of Golf?']",55,True,4200.0,0.55
122734393,Dacite,5042.93,['The Three Meepo Problem'],29,True,5400.0,0.29
133367153,Beef Supreme,5041.0,['Hobbit Hole'],83,True,5400.0,0.83
36528956,JinxHUN,5006.31,['Disinformation Campaign'],30,True,5200.0,0.3
483597831,megamatt,5003.38,"['Hobbit Hole', 'Blink Squad']",85,True,4200.0,0.85
369122690,Sefat1307,5000.4,"[""John Wick's Dog""]",20,True,4500.0,0.2
64587052,The Red Seal,4995.96,"['Hobbit Hole', 'Blink Squad']",92,True,5300.0,0.92
100701606,4knee,4979.37,['5 Guys 1 Cup'],39,True,4400.0,0.39
